bedrooms,sqft_living,sqft_lot,floors,sqft_above,price
4,1940,6206,2,1940,278500
2,880,6780,1,880,205425
3,950,9400,1,950,248000
3,1670,1596,2,1220,505000
3,2670,10496,2,2670,657500
3,2700,1438,2,1280,670000
1,590,833,1,590,202000
4,2160,8119,1,1080,440000
4,2700,8810,2,2700,690000
6,3206,5793,2,3206,375000
3,1560,9788,1,1560,291000
3,1400,6956,1,1400,230000
4,3090,6744,2,3090,850000
4,2630,16475,2,2630,84350
3,2190,11394,1,1550,12899000
4,2100,9200,1,1050,2110000
4,1120,5427,1,1120,2199900
4,3260,19542,1,2170,188000
3,1180,7793,1,1180,26590000
2,780,16344,1,780,7800
4,2200,9397,2,2200,237227.8571
3,1340,306848,1,1340,117833.3333
3,1490,10125,1,1490,0
4,2800,5900,1,1660,744312.5
4,2600,5390,1,1300,0
6,3200,9200,1,1600,0
5,3480,36615,2,2490,0
3,3020,4082,2,2080,439333.3333
3,1970,11088,1,1180,280000
5,1500,7112,1,760,0
4,3680,18804,2,3680,0
3,1570,7200,1,1570,176225
3,2280,2289,2,1880,500324
3,1600,3573,2,1600,444845
3,1680,1570,3,1680,330000
3,1890,13860,1,1890,292285.7143
2,520,22334,1,520,160000
3,1780,191228,2,1780,274333.3333
4,2920,33976,1,1460,537500
3,2430,73151,1,2430,232333.3333
3,3010,1842,2,3010,237333.3333
3,1620,30736,1.5,1620,346750
2,2200,188200,1,2200,0
3,2950,78843,1.5,2950,1020000
4,2170,10500,1,1270,0
3,1770,17208,1,1160,254000
3,1830,8209,1,1830,238750
4,2380,7066,2,2380,268971.875
4,2550,10000,1,1290,642000
3,3720,11610,2,3720,571986.1111
5,4630,6324,2,3210,0
5,4430,9000,2,4430,0
3,1490,1709,3,1490,554250
4,5030,11023,2,3250,0
4,2180,22870,1,1280,0
4,1590,131551,1,1590,107500
3,1510,7066,1,1230,300000
4,4210,10308,2,4210,0
3,1640,9972,1,1640,540833.3333
4,1840,1562,2,1400,274750
3,1040,5000,1,1040,148612.5
3,1250,4800,1,1250,326428.5714
5,3690,12353,2,3690,0
4,1530,7200,1.5,1400,135333.3333
4,2110,3750,2,2110,577437.5
3,2150,4333,1,1200,440825
5,5340,10655,2.5,3740,195000
4,2420,7672,1,1480,257500
4,5010,34460,2,5010,692000
2,910,9612,1,910,176400
3,2200,5000,1.5,2200,193000
4,3430,64441,2,3430,646212.5
4,1860,6687,1,1220,268971.875
4,3300,4545,1.5,2600,0
3,1280,10716,1,1280,317061.875
3,1490,7770,1,1490,83300
5,2880,11965,2,2880,0
4,1310,5200,1.5,1160,266066.6667
4,1980,7403,2,1980,342246.4286
5,2000,7900,1,1300,0
3,1860,7440,1,1040,0
4,1990,6180,2,1990,0
4,1720,8300,1,1720,240015.3333
3,1370,78408,1,1370,83300
4,4060,35621,1,2030,316850
4,1960,9898,2,1960,259585.5714
4,1720,9600,1,1120,328211.9048
4,2740,12899,2,2740,673476.8182
4,1360,13372,1,1360,0
3,1870,5449,2,1870,425000
2,720,4222,1,720,127160
3,2180,7741,2,2180,341750
3,1430,8960,1,1430,178650
2,780,6685,1,780,87500
3,1180,5002,1.5,1180,282508.8889
3,1300,3731,1,900,450385.7143
4,4260,18000,2,4260,435000
2,2050,11900,1,2050,532500
3,2930,19876,1,2030,408900
2,1500,4120,1.5,880,156766.6667
5,5960,13703,2,4770,452500
2,810,4800,1,810,308830.7692
4,2320,4344,2,2320,484991.6667
2,1090,5000,1,730,287919.7826
2,1000,4776,1,1000,247875
3,2260,19821,2,2260,309487.5
4,1290,5000,1.5,1290,173666.6667
3,2120,7560,1,2120,237481.25
3,1490,4522,2,1490,326983.3333
4,2310,5100,2,2310,790000
1,720,6000,1,720,0
3,1840,3035,1,920,678333.3333
5,2910,36250,1,1590,542804.75
4,3270,12880,2,3270,723243.75
5,3040,10257,2,3040,667781.25
3,1200,9936,1,1200,108333.3333
5,2740,5616,1.5,1670,0
4,2290,5350,2,2120,535000
4,2580,6000,1,1300,596165.4286
3,1590,27200,1.5,1590,269187.5
3,1040,6860,2,1040,148612.5
3,1300,6710,1,1300,0
5,2090,4698,2,2090,0
5,2670,3800,2,2670,341166.6667
4,1540,115434,1.5,1540,132500
4,3370,12447,2,3370,557125
3,1730,11325,1,1730,228944.4444
3,1640,29970,2,1640,592105.7143
4,2980,8051,1.5,2020,535000
3,1330,8100,1,1330,420642.8571
4,2192,12128,2,2192,132250
4,2068,7242,2,2068,237227.8571
3,1980,6250,1,1090,440825
3,1710,1664,2,1300,2560498.333
2,890,4590,1,890,423050.9259
4,4280,9583,2,4280,1337044.2
3,3080,12476,2,3080,315368.7
4,2070,7500,2,2070,417985.7143
4,3010,7215,2,3010,723243.75
4,2030,9300,1,2030,259950
4,4060,19290,2,4060,0
3,2340,16500,1,1500,237333.3333
3,2340,5957,2,2340,426090
2,1470,7137,1,1020,458663.8889
4,3700,21755,1,2620,812650
4,1200,7200,1.5,1200,135333.3333
5,2910,53898,1,1510,0
5,1910,7200,1,1110,0
3,2880,13500,1,1520,0
5,3240,6863,2,3240,0
3,1590,8219,1.5,970,387884.6154
5,3690,11928,2,2540,437500
3,2480,5137,2,2480,641633.3333
4,2683,40386,2,2683,681965.7813
2,1100,8281,1,1100,229629.5
4,2080,3500,1.5,1260,0
3,2210,10119,1,1450,210614.2857
4,2420,4000,1.5,1870,790000
3,1240,1666,2,1000,435500
3,2300,3060,1.5,1510,738190.8571
3,1760,12874,1,1230,497333.3333
3,2020,8555,1,1220,300000
4,2500,5801,1.5,1960,1036200
2,760,5500,1.5,760,163785.7143
4,1580,5340,1,1130,351250
3,2670,10481,2,2670,645325
3,1140,8366,1,1140,171224.8
5,3870,8225,2,3870,0
3,2750,18029,1,1810,540000
3,1570,7000,2,1050,233166.6667
3,1160,22470,1,1160,329333.3333
3,2110,7665,1,1360,225279.4286
3,1270,2509,2,1270,331366.6667
4,3250,4500,2,3250,460886.9231
2,940,9839,1,940,337945.75
4,2310,68824,2,2310,0
3,1130,12519,1,1130,243069.2308
6,3020,13783,2,3020,0
4,3210,14910,2,3210,690408.6207
3,2650,40705,2,2650,592105.7143
3,1150,8079,1,1150,220083.3333
3,3910,19023,2,3910,280000
4,3490,5000,2,3490,297857.1429
5,3330,19126,2,2610,950833.3333
4,1940,5753,1.5,1940,323833.3333
3,1800,2700,2,1800,309000
3,1880,11249,1,1330,248400
4,2870,6280,1.5,1980,994500
4,1960,11600,1,980,0
4,1810,7500,1,1410,0
2,1490,6770,1.5,1490,0
3,5230,17826,2,3740,0
5,3390,9760,1,1750,288500
2,880,6413,1,880,379509.1667
2,2550,21675,1,1610,180785.7143
4,3160,13194,2,3160,950100
4,4550,18641,1,2600,0
5,3831,13800,2,3831,542500
2,1240,3000,1.5,1240,362750
4,2520,14021,2,2520,234975
4,2420,10200,2,2420,672500
4,1250,7400,1,1250,391400
3,1310,7300,1,1310,0
3,1410,8053,1,1410,198995
3,990,9798,1,990,278900
3,1000,8512,1,1000,171758.3333
3,2000,7560,1,1300,325187.5
2,1120,5650,1,1120,190368.75
5,3370,7947,2,3370,375000
3,2210,4000,2,2210,216000
5,2640,6895,2,2640,0
3,1150,887,3,1150,360500
4,2150,27540,2,2150,677099.5652
4,4230,31747,2,4230,405125
3,1570,15330,1,1080,289987.5
3,1630,7700,1,1120,264270
4,2770,10274,2,2770,602761
3,1750,7800,1,1150,251555.5556
3,1090,8160,1,1090,214750
2,930,7740,1,930,258125
4,2100,4857,2,2100,0
4,2540,38677,2,2540,677099.5652
2,810,8424,1,810,0
2,1520,8040,1,1520,0
1,690,1950,1,690,167500
4,2370,3672,1.5,1650,471500
4,3500,8750,1,2140,0
2,840,3400,1,840,464600
4,1830,8734,2,1830,132250
3,1370,1524,3,1370,433111.1111
5,2520,16100,1,1570,542500
2,2130,4920,1.5,1530,0
4,2590,8483,2,2590,368112.5
4,1820,20011,2,1820,673476.8182
3,1530,3210,1.5,1010,558653.8462
4,4080,18362,2,4080,0
2,1050,6600,1.5,1050,168333.3333
4,1954,4805,2,1954,268971.875
2,1530,3503,1,830,318000
4,1660,4800,1.5,1660,550607.1429
6,3830,4800,3,3050,1288333.333
3,1490,1036,2,1090,584000
3,1520,9030,1,1520,0
5,8020,21738,2,8020,0
3,2470,7410,2,1860,245000
2,870,4600,1,870,287919.7826
4,2110,12653,2,2110,672500
2,1990,4000,1,1090,454790
3,1560,7552,1,910,282508.8889
3,1740,4200,1.5,1640,473200
2,1290,4650,1,1290,406062.5
4,1700,8640,1,850,282766.6667
3,1880,10032,1,1880,486445.8333
3,1890,3330,1.5,1390,486895
3,1620,1075,3,1540,430277.7778
2,770,8149,1,770,229629.5
4,2890,18226,3,2890,0
3,1040,8892,1,800,182805
4,2620,8331,2,2620,380680.5556
3,1880,5752,1,940,396166.6667
4,2530,8169,2,2530,252980
3,2538,4600,2,2538,289373.3077
3,1610,7223,2,1610,210614.2857
3,1510,6360,1,1510,308166.6667
3,1460,7573,2,1460,534333.3333
3,3010,7014,2,3010,416904.1667
4,2090,6630,1,1070,203400
3,1490,8102,2,1490,220600
